# ALESS_ID    ALESS_NAME                ALESS_SAMPLE MS     MS_ID ACROLESS NAME_LESS            SUBID_ALMA MINAX_BEAM AXRATIO_BEAM POSANG_BEAM RMS_ALMA   RMS_ALMA_RESIDUAL RA_ALMA   ERA_ALMA    DEC_ALMA   EDEC_ALMA   SNR_ALMA_FIT FLUX_PEAK_FIT EFLUX_PEAK_FIT FLUX_PEAK_PX FLUX_BEST EFLUX_BEST FLUX_BEST_CORR EFLUX_BEST_CORR PB_FLAG PC_DIST    PBCORR    RA_870      DEC_870     S_870 DS_870 S_870_DEBOOST DS_870_DEBOOST SNR  RAradio       Decradio      Peakradio Totalradio RMSnoiseradio Majradio Minradio PAradio Flagradio SeparationRadio      ID24 S24mJy             S24errmJy   RA_S24     DEC_S24     SeparationS24        CATTYPE ID_PHOT Z_PHOT  ZE_L  ZE_H  MH     MSTELLAR      SET WB_DET WB_OBS VIMOS_U            MUSYC_U            MUSYC_U38          MUSYC_B            MUSYC_V            MUSYC_R            MUSYC_I            MUSYC_Z            MUSYC_J            HAWK_J             TENIS_J            MUSYC_H            MUSYC_K            HAWK_K             TENIS_K            SIMPLE_CH1         SIMPLE_CH2         SIMPLE_CH3         SIMPLE_CH4         VIMOS_UE   MUSYC_UE  MUSYC_U38E MUSYC_BE   MUSYC_VE   MUSYC_RE   MUSYC_IE   MUSYC_ZE   MUSYC_JE  HAWK_JE    TENIS_JE   MUSYC_HE   MUSYC_KE  HAWK_KE    TENIS_KE   SIMPLE_CH1E SIMPLE_CH2E SIMPLE_CH3E SIMPLE_CH4E flux250    flux250err_mc flux350    flux350err_mc flux500    flux500err_mc RAprior    Decprior    mapflux250         mapflux350          mapflux500         residualflux250     residualflux350     residualflux500     SeparationPrior       FLUX_070 FLUXERR_070 FLUX_100 FLUXERR_100 FLUX_160 FLUXERR_160 err250             err350             err500             Lbol         Lbol_lo      Lbol_hi      Mdust                Mdusterr             Tfit template template_norm specz  speczq
  ALESS023.2  "ALESS J033211.43-280510.2" 2            "  X9fe" "  MS3" "LESS 23" LESSJ033212.1-280508 2          0.49679118 1.0365117    90.389397   0.34754831 0.32886279        53.047616 0.072742362 -28.086178 0.073060706 6.9473536    2.414541      0.34755381     2.0702863    2.414541  0.34755381 5.2824231      0.76036245      2       9.1928414  2.1877546 03:32:12.11 -28:05:08.5 8.8   1.5    8.2           1.5            5.9  ""            ""            ""        ""         ""            ""       ""       ""      ""        ""                   ""   ""                 ""          ""         ""          ""                   S       34      3.555   2.26  7.0   -23.42 ""            s   2      4      0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                999.0              24.08266740516845  999.0              22.873234609254236 0.0        0.0       0.0        0.0        0.0        0.0        0.0        0.0        0.0       0.0        0.0        0.0        0.0       0.0        0.0        0.0         0.241011    0.0         0.139669    0.0        0.0           0.0        0.0           0.0        0.0           53.0476151 -28.0861778 25.895290076732635 42.781151831150055  36.04203090071678  -0.6116067152674713 0.0909547444293077  -0.371479297196514  0.002947742931456155  ""       ""          ""       ""          ""       ""          5.3065667152404785 5.498133182525635  5.971633434295654  0.0          0.0          0.0          0.0                  0.0                  19   0        0.0           -1.0   -1    
  ALESS023.7  "ALESS J033211.92-280514.0" 1            "  X9fe" "  MS3" "LESS 23" LESSJ033212.1-280508 7          0.49679118 1.0365117    90.389397   0.34754831 0.32727766        53.049653 0.14048856  -28.087218 0.141822    3.5986846    1.2507167     0.34755384     1.0170729    1.2507167 0.34755384 1.7562705      0.488039        1       6.0535164  1.4042112 03:32:12.11 -28:05:08.5 8.8   1.5    8.2           1.5            5.9  ""            ""            ""        ""         ""            ""       ""       ""      ""        ""                   ""   ""                 ""          ""         ""          ""                   M       35      -2.9    2.5   4.1   -18.83 ""            m   2      4      0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                22.89610569408968  22.69966740516845  999.0              999.0              0.0        0.0       0.0        0.0        0.0        0.0        0.0        0.0        0.0       0.0        0.0        0.0        0.0       0.0        0.0        0.063035    0.0729879   0.0         0.0         3.5616057  0.2831005     0.0        0.0           0.0        0.0           53.0496521 -28.0872173 28.459053486585617 42.781151831150055  31.34709969162941  -0.5008969854860966 -0.1612609583473272 -1.3254130296806004 0.003810646947374637  ""       ""          ""       ""          ""       ""          5.54509973526001   5.498133182525635  5.691433429718018  1.1064686E11 6.6833461E10 2.1647346E12 4.6846862136080694E8 1.301798085774981E8  19   117      0.0020130463  -1.0   -1    
  ALESS025.1  "ALESS J033156.88-275939.3" 1            "  X95c" "  MS1" "LESS 25" LESSJ033157.1-275940 1          0.48716405 1.4088636    -74.334503  0.44105411 0.44105417        52.986997 0.049034173 -27.994259 0.041105709 13.15924     5.803937      0.44105861     5.4865856    5.803937  0.44105861 6.2083739      0.47179299      1       2.6965755  1.0696832 03:31:57.05 -27:59:40.8 7.0   1.2    6.7           1.3            5.8  03:31:56.8841 -27:59:39.682 63.4      63.4       7.6           3.4      1.7      8.5     0         0.3553811577124222   4171 0.1641741880538679 2.148147E-4 52.9868613 -27.9941824 0.5119722864190115   M       36      2.235   2.066 2.303 -25.03 1.55222999E11 m   12     14     26.66011279378388  999.0              999.0              25.73708211342313  25.185452513423133 24.730724413423133 24.12377371342313  23.954596013423135 0.0                22.906550199999998 23.009241721334657 0.0                0.0                21.370540000000002 21.515605612195706 20.659105694089682 20.351667405168453 20.18747468190389  20.437234609254237 0.074752   0.248803  0.0        0.136436   0.100906   0.135968   0.167284   0.201029   0.0       0.0637652  0.0523999  0.0        0.125374  0.0250824  0.0219334  0.00823761  0.00864967  0.029953    0.015696    28.0088978 0.8118019     26.1268902 0.4086924     19.3980904 0.3061247     52.9868622 -27.9941826 25.115348398685455 25.302475318312645  18.007388338446617 -0.6494496959489443 -0.7352171909650923 -1.5860479045916973 0.509174889206094     ""       ""          -99.0    -99.0       22.25621 2.22562     4.189923620093119  4.518693288343916  4.127257693079443  7.4932782E12 6.3345834E12 7.9280021E12 2.6452229058436137E8 2.0101843801070794E7 41   140      0.0012628728  2.8719 3     
  ALESS029.1  "ALESS J033336.90-275809.3" 1            "  X95c" "  MS1" "LESS 29" LESSJ033336.9-275813 1          0.48614713 1.4239393    -74.298615  0.37987348 0.37987345        53.403749 0.04778091  -27.969259 0.039021169 13.716288    5.2104543     0.37987771     5.111536     5.2104543 0.37987771 5.9013581      0.43024932      1       3.6661903  1.1325995 03:33:36.90 -27:58:13.0 7.6   1.4    7.1           1.4            5.6  03:33:36.8803 -27:58:09.289 49.8      49.8       9.6           3.2      2.1      156.6   0         0.26143344237707267  ""   ""                 ""          ""         ""          ""                   M       37      2.655   1.898 5.599 -24.78 1.23297997E11 m   4      13     0.0                999.0              999.0              999.0              999.0              999.0              999.0              999.0              999.0              0.0                0.0                0.0                999.0              0.0                0.0                21.84610569408968  21.334667405168453 20.85747468190389  20.786234609254237 0.0        0.0       0.0        0.0        0.0        0.0        0.0        0.0        0.0       0.0        0.0        0.0        0.0       0.0        0.0        0.0243984   0.0212653   0.0548811   0.0215878   21.711237  0.6194162     25.5654964 0.3930864     23.9605083 0.320138      53.4034119 -27.9685955 18.146459013223648 23.15249852836132   23.754579946398735 -0.9319078766085186 -0.7153676408188259 1.0136210781422923  2.618053721439592     ""       ""          ""       ""          ""       ""          3.5613106761210003 4.466882546984802  4.768138682079879  1.0042336E13 4.6097619E12 1.0984606E13 2.91626590599859E8   2.1261570671250694E7 41   140      0.0010353316  1.4389 2     
  ALESS030.1  "ALESS J033344.33-280338.7" 4            "  Xf0b" "  MS5" "LESS 30" LESSJ033344.4-280346 1          0.44956358 2.0624035    103.16765   0.52818495 0.52818501        53.434718 0.21338648  -28.06074  0.16505378  5.3871739    2.8454242     0.52819095     2.5076714    2.8454242 0.52819095 4.7599638      0.88358349      1       7.4526003  1.6728486 03:33:44.37 -28:03:46.1 9.7   1.7    8.7           1.8            5.6  ""            ""            ""        ""         ""            ""       ""       ""      ""        ""                   ""   ""                 ""          ""         ""          ""                   S       38      3.36    3.17  3.894 -25.14 1.71773002E11 s   10     11     0.0                26.08582421342313  999.0              25.64908211342313  25.639452513423134 24.83172441342313  24.20777371342313  23.652596013423135 0.0                0.0                0.0                0.0                0.0                0.0                0.0                22.26910569408968  22.53066740516845  21.90647468190389  21.073234609254236 0.0        0.24656   0.0        0.126408   0.149812   0.148356   0.179684   0.155528   0.0       0.0        0.0        0.0        0.0       0.0        0.0        0.0358314   0.0627649   0.13868     0.0280359   ""         ""            ""         ""            ""         ""            ""         ""          ""                 ""                  ""                 ""                  ""                  ""                  ""                    ""       ""          ""       ""          ""       ""          ""                 ""                 ""                 0.0          0.0          0.0          0.0                  0.0                  19   0        0.0           -1.0   -1    
  ALESS031.1  "ALESS J033149.79-275740.8" 1            "  X9fe" "  MS3" "LESS 31" LESSJ033150.0-275743 1          0.49655482 1.035185     88.250488   0.32036901 0.32036901        52.957448 0.022591025 -27.961322 0.02325816  22.049291    7.0639094     0.32037446     6.6175618    7.0639094 0.32037446 8.12441        0.36847209      1       3.8857297  1.1501294 03:31:49.96 -27:57:43.9 6.7   1.2    6.3           1.3            5.5  03:31:49.8221 -27:57:40.835 30.4      30.4       6.9           2.2      1.8      172.7   0         0.46437731150181843  ""   ""                 ""          ""         ""          ""                   M       39      2.885   2.476 4.687 -24.62 1.06402996E11 m   5      13     0.0                999.0              999.0              999.0              999.0              999.0              999.0              999.0              0.0                0.0                999.0              0.0                0.0                23.149540000000002 23.582605612195703 22.29710569408968  21.764667405168453 21.27447468190389  21.248234609254236 0.0        0.0       0.0        0.0        0.0        0.0        0.0        0.0        0.0       0.0        0.0        0.0        0.0       0.123337   0.139358   0.0367518   0.0314503   0.0796556   0.0328657   11.0591307 0.564261      18.8539963 0.3682394     15.1165991 0.225543      52.9574471 -27.9613228 10.539721697568893 15.519645065069199  13.087822124361992 -0.8235560212549384 -1.6650503607964529 -0.8694318141915299 0.004060069440582713  ""       ""          -99.0    -99.0       -99.0    -99.0       2.3361807355210296 3.7877612705699013 3.4624224136079746 7.3260933E12 4.4662433E12 1.2622763E13 4.7561519429298383E8 2.1570910955613002E7 32   145      0.0026536703  -99.0  4     
  ALESS034.1  "ALESS J033217.96-275233.3" 4            "  Xf0b" "  MS5" "LESS 34" LESSJ033217.6-275230 1          0.44910604 2.1993559    104.01025   0.45160276 0.45159897        53.074833 0.071481295 -27.87591  0.12241714  7.7111752    3.482388      0.45160705     3.8040853    3.482388  0.45160705 4.4652179      0.57906353      1       5.1802857  1.2822287 03:32:17.64 -27:52:30.3 6.8   1.3    6.3           1.3            5.4  ""            ""            ""        ""         ""            ""       ""       ""      ""        ""                   ""   ""                 ""          ""         ""          ""                   S       40      1.865   1.55  2.156 -21.7  7.2269701E9   s   4      14     27.370112793783882 999.0              999.0              999.0              999.0              999.0              999.0              999.0              0.0                0.0                999.0              0.0                0.0                0.0                999.0              23.17310569408968  23.040667405168453 999.0              23.091234609254236 0.139466   0.0       0.0        0.0        0.0        0.0        0.0        0.0        0.0       0.210045   0.0        0.0        0.0       0.0        0.0        0.0806886   0.0987269   0.0         0.168427    ""         ""            ""         ""            ""         ""            ""         ""          ""                 ""                  ""                 ""                  ""                  ""                  ""                    ""       ""          ""       ""          ""       ""          ""                 ""                 ""                 0.0          0.0          0.0          0.0                  0.0                  19   0        0.0           2.5115 2     
  ALESS035.1  "ALESS J033110.51-273715.4" 1            "  X9fe" "  MS3" "LESS 35" LESSJ033110.4-273714 1          0.49567781 1.0350184    85.457809   0.3242304  0.32423043        52.793776 0.038605324 -27.620949 0.038995672 13.016279    4.2202733     0.32423562     3.7470376    4.2202733 0.32423562 4.4078964      0.33865035      1       2.1668878  1.0444576 03:31:10.35 -27:37:14.8 9.1   1.7    8.1           1.8            5.4  ""            ""            ""        ""         ""            ""       ""       ""      ""        ""                   ""   ""                 ""          ""         ""          ""                   M       41      -3.3    2.5   4.1   -25.41 ""            m   2      2      0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                21.56566740516845  0.0                20.828234609254235 0.0        0.0       0.0        0.0        0.0        0.0        0.0        0.0        0.0       0.0        0.0        0.0        0.0       0.0        0.0        0.0         0.0262465   0.0         0.0224305   14.7847824 0.7752676     28.6255302 0.4482708     26.2174702 0.2937832     52.7945404 -27.6213417 27.049943804740906 24.66762065887451   24.710454046726227 0.4349405336166223  -3.233307126157519  -4.693361984726461  2.8184250768121495    ""       ""          ""       ""          ""       ""          2.8497117472227855 4.736729856374673  5.063524696552342  6.6415546E12 3.2151697E12 8.4890632E12 3.4925403740915215E8 2.683252764459765E7  40   116      0.0056821234  -99.0  4     
  ALESS035.2  "ALESS J033110.22-273718.1" 1            "  X9fe" "  MS3" "LESS 35" LESSJ033110.4-273714 2          0.49567781 1.0350184    85.457809   0.3242304  0.32423043        52.792585 0.13034578  -27.621682 0.13167713  3.8516213    1.2488127     0.32423577     1.3316331    1.2488127 0.32423577 1.4159943      0.367642        1       3.6826894  1.1338724 03:31:10.35 -27:37:14.8 9.1   1.7    8.1           1.8            5.4  ""            ""            ""        ""         ""            ""       ""       ""      ""        ""                   ""   ""                 ""          ""         ""          ""                   M       42      -3.7    3.3   4.7   99.0   ""            m   0      2      0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                999.0              0.0                999.0              0.0        0.0       0.0        0.0        0.0        0.0        0.0        0.0        0.0       0.0        0.0        0.0        0.0       0.0        0.0        0.0         0.0         0.0         0.0         1.3673255  0.0889236     0.0        0.0           0.0        0.0           52.7925835 -27.6216812 16.384657472372055 23.900941014289856  24.710454046726227 -0.6568932852256161 -2.486173085443265  -3.196720497420139  0.005584473166176499  ""       ""          ""       ""          ""       ""          3.558466672897339  5.110133647918701  5.225033283233643  2.59868E12   9.4604E11    3.5994E12    4.376778599176594E8  1.1363659004548828E8 19   114      0.0067840731  -1.0   -1    
  ALESS037.1  "ALESS J033336.14-275350.6" 1            "  X95c" "  MS1" "LESS 37" LESSJ033336.0-275347 1          0.49600353 1.2873901    91.771355   0.37366453 0.3736645         53.400598 0.078656352 -27.897383 0.083138296 7.0774842    2.6446048     0.37366846     2.5655534    2.6446048 0.37366846 2.9216311      0.41281079      1       3.2792726  1.1047515 03:33:36.04 -27:53:47.6 7.3   1.4    6.7           1.5            5.3  03:33:36.1409 -27:53:49.150 31.5      31.5       8.4           3.6      1.9      15.0    0         1.4292221009739776   5076 0.2584922498507254 2.770854E-4 53.4005552 -27.8970261 1.2920360746333517   M       43      3.53    3.216 4.086 -25.73 2.95771013E11 m   9      12     0.0                999.0              999.0              999.0              25.55345251342313  24.285724413423132 23.500773713423133 0.0                23.065716213423133 0.0                0.0                0.0                21.429004313423135 0.0                0.0                20.560105694089682 20.30066740516845  20.459474681903888 20.601234609254234 0.0        0.0       0.0        0.0        0.139103   0.0921213  0.0973908  0.0247923  0.235346  0.0        0.0        0.200585   0.115813  0.0        0.0        0.00752219  0.00825427  0.0383315   0.018234    18.3389435 0.6534729     18.9906998 0.4438429     12.2803802 0.3256192     53.4005547 -27.8970261 18.148910254240036 20.280975848436356  18.842067569494247 0.0603944704014882  -1.0397235265049394 -0.9754907333341437 1.2922047073496188    ""       ""          ""       ""          ""       ""          3.2176312731640313 3.8111498823355916 2.9951885507876614 4.2884863E12 3.8116881E12 4.6018661E12 7.369175925352086E8  1.0412249977054173E8 32   57       0.0053260052  -1.0   -1    
  ALESS037.2  "ALESS J033336.36-275348.3" 1            "  X95c" "  MS1" "LESS 37" LESSJ033336.0-275347 2          0.49600353 1.2873901    91.771355   0.37366453 0.3736645         53.401514 0.15005292  -27.896742 0.15929999  3.702439     1.3834701     0.37366889     1.4107003    1.3834701 0.37366889 1.6470877      0.44487078      1       4.3390409  1.1905481 03:33:36.04 -27:53:47.6 7.3   1.4    6.7           1.5            5.3  ""            ""            ""        ""         ""            ""       ""       ""      ""        ""                   ""   ""                 ""          ""         ""          ""                   M       44      4.865   4.47  5.08  -25.26 1.91847006E11 m   6      12     0.0                999.0              999.0              999.0              26.097452513423132 24.623724413423133 0.0                0.0                999.0              0.0                0.0                999.0              999.0              0.0                0.0                22.331105694089683 22.13266740516845  21.73347468190389  21.716234609254236 0.0        0.0       0.0        0.0        0.220867   0.123907   0.0        0.0324179  0.0       0.0        0.0        0.0        0.0       0.0        0.0        0.0379007   0.0438858   0.119333    0.0501718   0.2498886  0.0277491     0.0        0.0           0.0        0.0           53.4015083 -27.89674   18.148910254240036 20.280975848436356  18.842067569494247 0.627210721813149   -0.3286073021766193 -0.624146644915026  0.01951238951055642   ""       ""          ""       ""          ""       ""          3.934000015258789  4.657700061798096  4.6666998863220215 1.9405101E12 6.9735206E11 4.0723937E12 3.278698398441172E8  8.855612933660272E7  32   56       0.00170107    2.3824 3     
  ALESS038.1  "ALESS J033310.84-275640.2" 4            "  Xf0b" "  MS5" "LESS 38" LESSJ033310.2-275641 1          0.44907486 2.2588264    104.30696   0.57986534 0.57144213        53.295153 0.14479359  -27.944501 0.17632085  4.8746705    2.8266525     0.5798709      3.0135763    2.8266525 0.5798709  5.5507437      1.138702        1       8.5349971  1.9637164 03:33:10.20 -27:56:41.5 6.4   1.2    6.0           1.3            5.2  03:33:10.8372 -27:56:40.762 25.7      25.7       7.8           2.6      1.4      17.4    0         0.5584362235878731   4626 0.1767299128174002 2.575593E-4 53.2948805 -27.9447539 1.2569505814393467   S       45      2.47    2.423 2.567 -24.88 1.35193002E11 s   13     13     24.75811279378388  24.88282421342313  24.56299921342313  23.88808211342313  23.427452513423134 23.197724413423135 22.99377371342313  22.933596013423134 0.0                22.6775502         22.844241721334658 0.0                0.0                21.76454           21.8256056121957   20.98410569408968  20.60866740516845  0.0                20.658234609254237 0.013341   0.08776   0.144291   0.0261613  0.0207442  0.0347336  0.0620682  0.0829816  0.184894  0.0519245  0.0451636  0.0        0.178537  0.0358757  0.0290851  0.0110976   0.0109481   0.00238105  0.0192082   14.5922565 0.6322436     23.6700535 0.4307079     21.703846  0.3475437     53.2948799 -27.9447536 15.027809888124466 20.25189809501171   19.522225484251976 -1.215887677619165  -2.820145929535141  -3.1107769208905633 1.2574856992974361    ""       ""          -99.0    -99.0       7.57036  2.22562     2.791518859410831  4.293746185504274  4.460795569410682  0.0          0.0          0.0          0.0                  0.0                  19   0        0.0           -99.0  4     
  ALESS039.1  "ALESS J033145.03-273436.7" 1            "  X9fe" "  MS3" "LESS 39" LESSJ033144.9-273435 1          0.49578752 1.0401565    84.938362   0.32099718 0.32099718        52.937629 0.038449645 -27.576871 0.039951831 12.907823    4.1433747     0.32100141     3.932014     4.1433747 0.32100141 4.3323804      0.33564433      1       2.1943329  1.0456163 03:31:44.90 -27:34:35.4 6.8   1.3    6.2           1.4            5.2  03:31:45.0511 -27:34:37.121 49.8      49.8       8.1           4.2      2.1      163.0   0         0.4692957034605835   8372 0.122487304036126  2.067946E-4 52.9375767 -27.57686   0.17152348039012344  M       46      2.44    2.212 2.615 -24.74 1.18838002E11 m   11     13     0.0                25.084824213423133 999.0              25.055082113423133 24.650452513423133 23.982724413423135 23.74977371342313  23.195596013423135 999.0              0.0                0.0                0.0                0.0                0.0                22.035605612195702 21.238105694089683 20.90266740516845  20.66147468190389  20.674234609254235 0.0        0.104864  0.0        0.0749256  0.0627541  0.0703978  0.12114    0.104569   0.0       0.193599   0.0        0.0        0.155741  0.0        0.0351919  0.0140038   0.0143305   0.0460057   0.0194908   8.4352865  0.6680074     19.0439434 0.3402281     15.0110483 0.3021436     52.9375763 -27.5768604 16.030408442020416 18.698638305068016  17.26432330906391  1.8551117778762614  -0.2506197811459177 -0.4935051360913246 0.17244128173657075   ""       ""          -99.0    -99.0       -99.0    -99.0       2.0070904054175878 3.8064301377515446 3.451173368971554  3.786015E12  2.9610536E12 4.2154737E12 4.949183681514177E8  3.834301902087728E7  32   64       0.0031666867  -99.0  4     
  ALESS039.2  "ALESS J033144.56-273443.2" 2            "  X9fe" "  MS3" "LESS 39" LESSJ033144.9-273435 2          0.49578752 1.0401565    84.938362   0.32099718 0.32099718        52.935669 0.12515504  -27.578654 0.12917369  4.030638     1.2938234     0.32100153     1.2401987    1.2938234 0.32100153 2.7272027      0.67662729      2       8.9717686  2.1078631 03:31:44.90 -27:34:35.4 6.8   1.3    6.2           1.4            5.2  ""            ""            ""        ""         ""            ""       ""       ""      ""        ""                   ""   ""                 ""          ""         ""          ""                   S       47      0.79    0.625 1.068 -19.77 ""            s   2      13     0.0                999.0              999.0              999.0              999.0              999.0              999.0              999.0              0.0                0.0                999.0              0.0                0.0                0.0                999.0              22.96510569408968  23.54266740516845  999.0              999.0              0.0        0.0       0.0        0.0        0.0        0.0        0.0        0.116869   0.0       0.0        0.0        0.0        0.0       0.0        0.0        0.0670458   0.152829    0.0         0.0         0.0        0.0           0.0        0.0           0.0        0.0           52.9356689 -27.5786533 11.010466143488884 21.046532317996025  19.1552322357893   2.234897758542305   -0.7536185235853126 0.4329452428764749  0.002540122413546119  ""       ""          ""       ""          ""       ""          2.76568341255188   4.785866737365723  4.6666998863220215 0.0          0.0          0.0          0.0                  0.0                  19   0        0.0           -1.0   -1    
  ALESS041.1  "ALESS J033110.07-275236.7" 1            "  X95c" "  MS1" "LESS 41" LESSJ033110.5-275233 1          0.49605304 1.3287621    93.225311   0.42017668 0.42017663        52.791959 0.077332667 -27.87685  0.068071662 8.0104968    3.365824      0.42018173     3.4969146    3.365824  0.42018173 4.8793896      0.60913178      1       6.331309   1.4496865 03:31:10.47 -27:52:33.2 8.7   1.7    7.6           1.9            5.2  ""            ""            ""        ""         ""            ""       ""       ""      ""        ""                   5271 0.3404668381719006 3.150433E-4 52.7920215 -27.877116  0.9780362014778666   M       48      2.75    2.028 7.0   -26.15 4.35466994E11 m   4      4      0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                20.12010569408968  19.828667405168453 19.55047468190389  19.505234609254234 0.0        0.0       0.0        0.0        0.0        0.0        0.0        0.0        0.0       0.0        0.0        0.0        0.0       0.0        0.0        0.00502163  0.00535131  0.0167606   0.00668031  15.5715017 0.7024617     22.8373051 0.4475155     16.7647419 0.331358      52.7920227 -27.8771152 14.512477442622185 23.069795221090317  17.45269075036049  -1.7272914820823342 -0.8245819478661203 -1.512794931801428  0.9760025118701496    ""       ""          ""       ""          ""       ""          2.921645055576356  4.214581789220479  3.7319042916151157 5.3146026E12 2.5842848E12 5.6795616E12 4.6515306003076047E8 5.8068638632378116E7 35   113      0.038536724   2.546  2     
  ALESS041.3  "ALESS J033110.30-275240.8" 1            "  X95c" "  MS1" "LESS 41" LESSJ033110.5-275233 3          0.49605304 1.3287621    93.225311   0.42017668 0.40974492        52.792927 0.17617155  -27.878001 0.15273579  3.5717826    1.5007798     0.42018127     1.3721535    1.5007798 0.42018127 2.6836546      0.751357        1       7.9207112  1.7881735 03:31:10.47 -27:52:33.2 8.7   1.7    7.6           1.9            5.2  ""            ""            ""        ""         ""            ""       ""       ""      ""        ""                   ""   ""                 ""          ""         ""          ""                   M       49      -3.1    2.5   4.4   -25.06 ""            m   3      4      0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                0.0                22.38810569408968  22.953667405168453 999.0              22.452234609254237 0.0        0.0       0.0        0.0        0.0        0.0        0.0        0.0        0.0       0.0        0.0        0.0        0.0       0.0        0.0        0.0399065   0.0914355   0.0         0.0967049   4.8242941  0.3464775     0.0        0.0           0.0        0.0           52.7929268 -27.8780003 14.588804915547371 23.069795221090317  17.45269075036049  -1.9893078982695143 0.1876959294950636  -1.5377431955816914 0.002599126126051642  ""       ""          ""       ""          ""       ""          3.378533363342285  5.012833118438721  4.473966598510742  3.1418186E12 1.4171591E12 6.9339877E12 2.2625274669830647E8 6.334518048671369E7  32   105      2.1934602     -99.0  4     
  ALESS043.1  "ALESS J033306.64-274802.4" 1            "  X9fe" "  MS3" "LESS 43" LESSJ033307.0-274801 1          0.49576681 1.0419455    82.909027   0.33654177 0.33654174        53.27767  0.094789828 -27.800677 0.091716097 5.4326889    1.8283267     0.3365466      1.706408     1.8283267 0.3365466  2.2998388      0.42333949      1       4.9766357  1.2578926 03:33:07.00 -27:48:01.0 6.4   1.3    5.9           1.4            5.1  ""            ""            ""        ""         ""            ""       ""       ""      ""        ""                   6092 0.2180905167498489 2.753863E-4 53.2777819 -27.80067   0.35723233338377125  M       50      1.705   1.589 1.906 -23.85 5.2354699E10  m   7      14     28.10311279378388  999.0              999.0              999.0              999.0              999.0              999.0              999.0              0.0                23.603550199999997 24.104241721334656 0.0                0.0                22.28254           22.478605612195704 21.095105694089682 20.66966740516845  20.685474681903887 21.330234609254237 0.258857   0.0       0.0        0.0        0.0        0.0        0.0        0.0        0.0       0.11813    0.138024   0.0        0.0       0.0572397  0.0524999  0.0122854   0.0115775   0.047012    0.0354025   9.4032841  0.7540607     14.7129021 0.715498      12.2968426 0.5882645     53.2777824 -27.8006706 23.91873300075531  28.815533965826035  18.408453091979027 0.0797656753403496  -0.5381988054781561 -2.073437530849001  0.3586753941943749    ""       ""          -99.0    -99.0       -99.0    -99.0       2.1706008434852224 3.3429471081095223 3.0378193558958313 1.0337484E12 8.088324E11  1.7306595E12 6.034933075843205E8  1.1108715491327453E8 23   26       0.13342713    -99.0  4     
  ALESS043.3  "ALESS J033306.27-274754.7" 2            "  X9fe" "  MS3" "LESS 43" LESSJ033307.0-274801 3          0.49576681 1.0419455    82.909027   0.33654177 0.31591415        53.27612  0.11525878  -27.798534 0.11140864  4.4725231    1.5051908     0.33654728     1.3052473    1.5051908 0.33654728 5.1877523      1.1599352       2       11.557264  3.4465744 03:33:07.00 -27:48:01.0 6.4   1.3    5.9           1.4            5.1  ""            ""            ""        ""         ""            ""       ""       ""      ""        ""                   ""   ""                 ""          ""         ""          ""                   S       51      1.975   0.985 2.855 -20.94 3.58884992E9  s   5      14     26.873112793783882 999.0              999.0              999.0              25.715452513423134 25.397724413423134 999.0              999.0              0.0                0.0                999.0              0.0                0.0                0.0                999.0              23.55110569408968  23.93766740516845  999.0              999.0              0.0902972  0.0       0.0        0.0        0.159911   0.239316   0.0        0.203579   0.0       0.236016   0.0        0.0        0.0       0.0        0.0        0.112599    0.213649    0.0         0.0         3.4547193  0.2079045     0.0        0.0           0.0        0.0           53.2761192 -27.7985344 9.981740266084671  11.781249195337296  18.408453091979027 -0.2798497682807127 0.2476950481203098  -1.9109865076425285 0.0029264323466899464 ""       ""          ""       ""          ""       ""          2.6492133140563965 3.458033323287964  4.570233345031738  0.0          0.0          0.0          0.0                  0.0                  19   0        0.0           -99.0  4     
